ID,TargetF1,TargetRAUC
ID_TS_NEW_DON4XV0Q,1,0.8637583223879501
ID_TS_NEW_XYOUK90U,0,0.0008212754002267829
ID_TS_NEW_FN73QJ96,1,0.9351014903990107
ID_TS_NEW_9LLP9XZ8,1,0.9949958786578451
ID_TS_NEW_VEYIDDR9,0,0.0006296499307483764
ID_TS_NEW_YB883A1Z,0,0.0037677900709351835
ID_TS_NEW_COLBY04S,0,0.003202374488279844
ID_TS_NEW_SZNF4Q6I,0,0.0005991489448012254
ID_TS_NEW_ABBCZLLX,1,0.6066991138622975
ID_TS_NEW_LS0RCBWG,0,0.001337285052154208
ID_TS_NEW_FMP59ECZ,0,0.004950729197216267
ID_TS_NEW_CUE53TQK,1,0.8874628675917212
ID_TS_NEW_ZCTBSC9P,1,0.9518397919139842
ID_TS_NEW_W4F0KV1V,1,0.9018408446082837
ID_TS_NEW_DR1Y0CP2,0,0.00029776042411448046
ID_TS_NEW_44C5H1WF,0,0.001953694166201718
ID_TS_NEW_QDJEINI6,0,0.011805548954063149
ID_TS_NEW_6OGR1KRI,0,0.0016653174500014362
ID_TS_NEW_M904HEN7,1,0.9352141978215092
ID_TS_NEW_4Q1VMORA,1,0.9550681226903712
ID_TS_NEW_B4M5RZVC,1,0.7729171446726603
ID_TS_NEW_86XDAGNR,1,0.9908166257556755
ID_TS_NEW_U5U4HBC7,1,0.9193994222733665
ID_TS_NEW_MXO4ZHAN,0,0.0978956577266742
ID_TS_NEW_PU7JABVO,0,0.18474939904204885
ID_TS_NEW_XMBWZZT7,1,0.9425281435539112
ID_TS_NEW_VXLFAT1M,1,0.996817430538037
ID_TS_NEW_JZD25EL3,1,0.7770704397026034
ID_TS_NEW_I5ACCV6M,0,0.0003735572425046413
ID_TS_NEW_UJWYMMMU,1,0.9022232014960362
ID_TS_NEW_A1RHXGPK,0,0.18295385871650158
ID_TS_NEW_2URYKBFZ,1,0.968150336471983
ID_TS_NEW_CMMRUR3G,0,0.02336989690252258
ID_TS_NEW_FW612T6C,1,0.9599099001976255
ID_TS_NEW_1CS8UYS9,0,0.0027621647008970254
ID_TS_NEW_ZWWQSLD7,0,0.00043932959108767985
ID_TS_NEW_EA4JTMPN,1,0.976423923064054
ID_TS_NEW_IR03G83C,1,0.9037116485188904
ID_TS_NEW_787KXSJ1,1,0.9320376101134977
ID_TS_NEW_XRKT3S68,0,0.007130961858014782
ID_TS_NEW_I7OEL82L,1,0.9872372894325379
ID_TS_NEW_15AMNZV4,1,0.9405403566758299
ID_TS_NEW_FPOPLALB,0,0.028944072524886563
ID_TS_NEW_Q3UZKCXE,1,0.9309107383338352
ID_TS_NEW_WLPH98CV,1,0.9015846314721793
ID_TS_NEW_664BGNAT,1,0.8809692246372187
ID_TS_NEW_35E82WBS,0,0.005519012312908576
ID_TS_NEW_734RECZA,1,0.9400212108252712
ID_TS_NEW_307CVA8Q,1,0.9816707743011924
ID_TS_NEW_Z0HVLG9U,0,0.006462422641622813
ID_TS_NEW_JTB4SJXI,0,0.00028635379035010387
ID_TS_NEW_V4WLWKV3,0,0.044051453072274926
ID_TS_NEW_FLW9J4S4,0,0.005115682821640603
ID_TS_NEW_B1CH9SAB,0,0.0002615214506072242
ID_TS_NEW_GX2HXCF6,0,0.4024267001607845
ID_TS_NEW_EMSKXGCE,1,0.9528761672563005
ID_TS_NEW_KLGP10DF,1,0.9848795943027643
ID_TS_NEW_I4H23LKH,1,0.9602797644427694
ID_TS_NEW_9QWP1T57,1,0.9937632525877356
ID_TS_NEW_23453CKF,1,0.9863587451495821
ID_TS_NEW_57V5FT9F,0,0.003672602918689994
ID_TS_NEW_E17N439X,0,0.0038399338208086283
ID_TS_NEW_4GJVV1U3,0,0.37993764743377645
ID_TS_NEW_01OVVO6U,0,0.049410609870946184
ID_TS_NEW_NYL9HU9U,1,0.9912503644440287
ID_TS_NEW_NH3J0B6T,0,0.44632082362498166
ID_TS_NEW_3GN8MS8R,0,0.0002878154215791962
ID_TS_NEW_UT77JB2A,1,0.7213835630395445
ID_TS_NEW_GYSEZA48,1,0.9958422306111944
ID_TS_NEW_CRS4Q1J7,0,0.0004544375217547093
ID_TS_NEW_M8RSKXZW,1,0.5582931822071469
ID_TS_NEW_GCZJCJ4R,1,0.566841787886965
ID_TS_NEW_DFS350DJ,1,0.7248009134306989
ID_TS_NEW_KAW7VQ1X,0,0.005998376402821611
ID_TS_NEW_IJE6E5TM,1,0.9816169865643333
ID_TS_NEW_0CMKCYBI,0,0.1278924268448299
ID_TS_NEW_L7UIG5I4,1,0.9909053740562828
ID_TS_NEW_QY0KEXU1,0,0.0015357245623765638
ID_TS_NEW_61LA3V8E,0,0.003225457544101852
ID_TS_NEW_6O0DKUD3,0,0.0004255185803674538
ID_TS_NEW_7UK2SQ0V,0,0.013469661913883968
ID_TS_NEW_RK3L5EM1,0,0.0008182998157236871
ID_TS_NEW_GDSW7P3B,0,0.009452445417184072
ID_TS_NEW_26LPDIOE,1,0.7612101399135963
ID_TS_NEW_9KIR7L5E,0,0.00046611369087856095
ID_TS_NEW_DG51IEXG,0,0.003195339912875264
ID_TS_NEW_KTE9H1GU,0,0.005185852980645092
ID_TS_NEW_H22YJSEH,1,0.9673201782449975
ID_TS_NEW_THXP3CTQ,0,0.0023097166252860207
ID_TS_NEW_07RJBRSL,0,0.0018707703424858026
ID_TS_NEW_9R0O7FWH,0,0.40317302675511546
ID_TS_NEW_ZR7HGELZ,1,0.7713996986949763
ID_TS_NEW_R0N1HPF8,1,0.9850153251918694
ID_TS_NEW_6Y8T1XZ8,0,0.0003577969666380334
ID_TS_NEW_030K8WXY,1,0.594713282191796
ID_TS_NEW_BVOHFIMT,1,0.9610016782039462
ID_TS_NEW_7HXWL7TS,1,0.7806378788370789
ID_TS_NEW_GBQADUFK,1,0.859044628809092
ID_TS_NEW_1T141OEA,1,0.9800084871855698
ID_TS_NEW_DUNSGK3E,0,0.001024246650214985
ID_TS_NEW_A9L6RTK7,0,0.03407428400291573
ID_TS_NEW_QE0SVG6R,1,0.9957304999344698
ID_TS_NEW_E0NAZGOI,1,0.9901751082524721
ID_TS_NEW_7JFGNTCE,0,0.00573728474153465
ID_TS_NEW_TDHXJ753,1,0.9832568163322353
ID_TS_NEW_33K1032Q,1,0.9727183494053346
ID_TS_NEW_N7RB794L,0,0.007245699263447452
ID_TS_NEW_GTD1IAAB,1,0.806141406935266
ID_TS_NEW_EL9QGUX9,1,0.6118940050625381
ID_TS_NEW_YVMNWLPB,1,0.5311623534945769
ID_TS_NEW_UMG40XAH,1,0.9919007801790162
ID_TS_NEW_HXIVU3Q2,0,0.0023212760635868074
ID_TS_NEW_RNZRQ0KS,1,0.8412177251957987
ID_TS_NEW_31BSEPT0,1,0.9973556628655823
ID_TS_NEW_WI11LQCH,1,0.9122964560786231
ID_TS_NEW_3O5Z8AAZ,0,0.0016989662375398915
ID_TS_NEW_IVOK01PO,0,0.004292364287264527
ID_TS_NEW_H0EBV0WK,0,0.016248309359312058
ID_TS_NEW_QXFDQ0OI,1,0.9877341031525865
ID_TS_NEW_0XJTVRHZ,1,0.9566902334189753
ID_TS_NEW_FFS1TEEO,1,0.9802691083159574
ID_TS_NEW_Q3LWL614,1,0.9853264702045544
ID_TS_NEW_APUT1QE0,0,0.0024906726711693924
ID_TS_NEW_ZEDA631H,0,0.0015332272961930688
ID_TS_NEW_BNM8NPRI,1,0.9864649260305189
ID_TS_NEW_PM2QHRXX,1,0.9851833485055113
ID_TS_NEW_RK7EEIG1,1,0.5513751697996694
ID_TS_NEW_86L11W21,1,0.9850136049963116
ID_TS_NEW_Y7QOIPQ6,1,0.9781899395589855
ID_TS_NEW_GV88IGXW,0,0.0034093593796274612
ID_TS_NEW_WTK1NRPE,1,0.94649083976483
ID_TS_NEW_0I9DK02D,1,0.9430514616633054
ID_TS_NEW_OA9TX3XZ,0,0.0006096977630340506
ID_TS_NEW_RWG0QFIZ,0,0.002986286173048718
ID_TS_NEW_NUYP0EJM,1,0.9752634079762295
ID_TS_NEW_710E4Q9Z,0,0.007568013736670908
ID_TS_NEW_FQL1U58P,1,0.9907268310617365
ID_TS_NEW_AWI8RFGB,1,0.9898947039264006
ID_TS_NEW_1ZMKLTEB,0,0.003677354490491913
ID_TS_NEW_IEW2QZVI,1,0.9811612505284841
ID_TS_NEW_QNFINCK8,0,0.04381056499206667
ID_TS_NEW_MOV2YTPP,0,0.002551614390034984
ID_TS_NEW_H4WRDE3G,1,0.9205042035753985
ID_TS_NEW_K08DPGF2,0,0.0007662084902658764
ID_TS_NEW_M1G8BJIF,0,0.006295686266796025
ID_TS_NEW_O5RWKI5H,1,0.8221047424410093
ID_TS_NEW_ZLCUY2VV,0,0.0027066746512151778
ID_TS_NEW_6SFHQ69C,0,0.12544264259309973
ID_TS_NEW_GIYLLGE0,0,0.0012301298655628147
ID_TS_NEW_K26Y77IG,0,0.0031420856230893646
ID_TS_NEW_ZNHRRD9V,0,0.0027928766271926335
ID_TS_NEW_Y4O3A54Y,1,0.6215403322336499
ID_TS_NEW_4GG3KM40,1,0.9110652855406912
ID_TS_NEW_VBHT4FI4,0,0.0009629253100761971
ID_TS_NEW_PDZ37CJW,1,0.5575394708380232
ID_TS_NEW_SDI04A43,0,0.0014949241883647488
ID_TS_NEW_6830N9DA,1,0.9461259605018887
ID_TS_NEW_PXZ4AR77,0,0.00185715564018814
ID_TS_NEW_6URRKGIL,1,0.9751715991651841
ID_TS_NEW_6KHQ9M05,0,0.003436683734934779
ID_TS_NEW_RXUOHVU7,0,0.05535685698294256
ID_TS_NEW_05H6TLM4,0,0.37446629620760713
ID_TS_NEW_V2QJG5TR,1,0.9911718689376815
ID_TS_NEW_WP6T8IAW,1,0.9801244686378857
ID_TS_NEW_E1MIFU7P,0,0.013702982499533651
ID_TS_NEW_ZT51DLKT,1,0.9576312530842572
ID_TS_NEW_GCU1H6K0,0,0.10690254971804099
ID_TS_NEW_NKWJSDPH,1,0.6568768115241953
ID_TS_NEW_M7QR2UL2,1,0.972296738587463
ID_TS_NEW_JWBICG54,1,0.9888225417493188
ID_TS_NEW_HOZT6BV1,1,0.9431047670833985
ID_TS_NEW_OKYF0AKD,1,0.5870245089669293
ID_TS_NEW_V5E1C7QL,1,0.9948224336054755
ID_TS_NEW_66LELD8D,0,0.0030743278830223553
ID_TS_NEW_421T2LN9,1,0.9723719539363095
ID_TS_NEW_MD0LKTFZ,0,0.008018273794575329
ID_TS_NEW_1J8AG4HT,1,0.9621875700944854
ID_TS_NEW_4O12HQOQ,0,0.06271435565437707
ID_TS_NEW_BQBGZGNZ,1,0.8933711610555435
ID_TS_NEW_A0607KMM,0,0.40535734966887504
ID_TS_NEW_KC0UHWNX,1,0.9888175297433838
ID_TS_NEW_4GUK0HFX,1,0.9851506924244287
ID_TS_NEW_ML6G2B51,1,0.9674519941901176
ID_TS_NEW_ED9LUTPE,0,0.2950193636020454
ID_TS_NEW_AA6H3GPA,0,0.009885719928038553
ID_TS_NEW_7ESQHTYI,0,0.00040395142186417266
ID_TS_NEW_O55M9X7U,0,0.002990766354470251
ID_TS_NEW_PL6T6IWK,0,0.20879736194160003
ID_TS_NEW_9ZFR9I8Z,1,0.9961661409407144
ID_TS_NEW_PX5R7ZSQ,0,0.0016616565733443883
ID_TS_NEW_0EI5QGYD,0,0.0024904661713011445
ID_TS_NEW_AX2TDYAF,0,0.0033838063562635695
ID_TS_NEW_SNY1T9A8,1,0.977899007232253
ID_TS_NEW_9S9US1LH,0,0.002648183264938438
ID_TS_NEW_AA2DZKQN,1,0.9833945548096644
ID_TS_NEW_3VRZVQD8,0,0.01002427762784973
ID_TS_NEW_5ULUH5OV,0,0.23713544586497073
ID_TS_NEW_CMYYB321,0,0.00105887926691095
ID_TS_NEW_N2P0QWI9,1,0.6777530720784791
ID_TS_NEW_JDBTCTPS,0,0.005850755786215611
ID_TS_NEW_FYGP3QLQ,0,0.001962677591979025
ID_TS_NEW_A49AXYDD,0,0.0021331079415675526
ID_TS_NEW_RLPLFNYO,1,0.996516661338233
ID_TS_NEW_TDIZM9RV,1,0.991739450337898
ID_TS_NEW_ACXMR74T,1,0.9232944837699432
ID_TS_NEW_QH6DU9KK,1,0.9910445988423362
ID_TS_NEW_5REDVD34,0,0.004222775380300728
ID_TS_NEW_N62QO44R,0,0.006940092823596691
ID_TS_NEW_OJ09YX0V,0,0.0004636084255413054
ID_TS_NEW_6UWJN60H,1,0.9548891581940508
ID_TS_NEW_NOCMDM82,1,0.9371300913702332
ID_TS_NEW_1UXT6KSH,0,0.0016925624801126498
ID_TS_NEW_TT48FCUQ,0,0.02234853929228268
ID_TS_NEW_51OZTP0A,0,0.0014083607060087497
ID_TS_NEW_M6Y0D896,1,0.9739032265514547
ID_TS_NEW_72CROHXV,1,0.9840079082024644
ID_TS_NEW_2K8QS1GC,0,0.4739303993700295
ID_TS_NEW_CWNDIQPM,0,0.0002554169358491902
ID_TS_NEW_IVYEPUNP,1,0.9793274364941872
ID_TS_NEW_QHB5P0MF,1,0.9882114902858639
ID_TS_NEW_YT4JPXWS,1,0.9902505168297762
ID_TS_NEW_UR885LIW,1,0.9896897518028285
ID_TS_NEW_ZCDLD7IX,0,0.39622039905900197
ID_TS_NEW_OOR2GSYB,1,0.9795782102045302
ID_TS_NEW_0VP54BHV,1,0.9652429014134776
ID_TS_NEW_AM0HG8M9,1,0.9953034017219837
ID_TS_NEW_LOP5O84P,0,0.4813656295483627
ID_TS_NEW_ICW5KUGU,1,0.9655591161483938
ID_TS_NEW_D09FIIW0,1,0.9919108537831068
ID_TS_NEW_5HFD4N5U,0,0.00013514319248546353
ID_TS_NEW_MCPPHTG3,1,0.8513292933823976
ID_TS_NEW_DE6U77M5,1,0.8739652122512414
ID_TS_NEW_A6LBIR3E,1,0.9913389329248183
ID_TS_NEW_TINW26NU,0,0.005653048634804579
ID_TS_NEW_23SZ5KWA,1,0.9766381806053935
ID_TS_NEW_SICUGO4S,0,0.0032707983917596374
ID_TS_NEW_GD04IUBU,1,0.9989285873288246
ID_TS_NEW_B1PHIAV7,1,0.623592124247992
ID_TS_NEW_ZW9VQCNA,1,0.9377146971736282
ID_TS_NEW_W984J50I,1,0.6116553840111786
ID_TS_NEW_IHCQY6NW,1,0.9874795657744709
ID_TS_NEW_RO4UI4OZ,0,0.020466799745481948
ID_TS_NEW_H5ROJ86H,0,0.040862885262175325
ID_TS_NEW_873F8CT4,0,0.0018759215078438757
ID_TS_NEW_AJQLAN52,1,0.9716206293574714
ID_TS_NEW_IPKZNIG4,1,0.8623717975952059
ID_TS_NEW_0UJHS08O,0,0.0021927392622182007
ID_TS_NEW_D72PLI7P,1,0.9223515987918478
ID_TS_NEW_8ZKVOTOO,1,0.9791977689903827
ID_TS_NEW_KO31RKB4,0,0.0026862909116536194
ID_TS_NEW_SW265M3W,1,0.9791851197982993
ID_TS_NEW_AUCS9HJ7,1,0.9972329537513952
ID_TS_NEW_QM19T1MG,1,0.9663538469186247
ID_TS_NEW_DS9GMA00,1,0.9806278313865029
ID_TS_NEW_3VTKFIA2,0,0.0011015328389812225
ID_TS_NEW_MI5X0N2B,0,0.09351896592915687
ID_TS_NEW_VG0MW3VQ,0,0.003665854762497378
ID_TS_NEW_MA3UTG0V,1,0.8145484779944244
ID_TS_NEW_UW01VY97,0,0.0012129708613622453
ID_TS_NEW_16NMLX5O,0,0.08102649381702984
ID_TS_NEW_6ND66KN2,1,0.9928064678246249
ID_TS_NEW_599B8OTC,1,0.8011605819351393
ID_TS_NEW_8FE7IAL3,0,0.0036753153222537226
ID_TS_NEW_NUE1CTF8,1,0.9288584038485858
ID_TS_NEW_ONOD8BQW,0,0.00113064883401441
ID_TS_NEW_WQIIPD9K,1,0.9930799113246785
ID_TS_NEW_DXEQJ3BZ,0,0.0023055156399138595
ID_TS_NEW_ZGFZURMY,0,0.005639031621669177
ID_TS_NEW_4H1XMYRJ,1,0.9747960808137008
ID_TS_NEW_J58JBZBE,1,0.860586566022672
ID_TS_NEW_YKR2C9TW,1,0.9960933333280962
ID_TS_NEW_PMPE9EKK,1,0.966123845266066
ID_TS_NEW_F31V7CSA,0,0.007333701337995418
ID_TS_NEW_KOD0K8F7,0,0.002163313065724402
ID_TS_NEW_21HVN07S,1,0.7959568191168035
ID_TS_NEW_1Z98XIFK,1,0.9855503937750062
ID_TS_NEW_CRSGBJ05,1,0.7849758765830218
ID_TS_NEW_JWBAPTGK,1,0.6198032382626706
ID_TS_NEW_BMK3T54Y,1,0.5616506990644613
ID_TS_NEW_PPV50YOA,1,0.9843229956851938
ID_TS_NEW_6GB9NIP1,1,0.986045659915112
ID_TS_NEW_NET4XV49,1,0.9923234236660632
ID_TS_NEW_0XQ8B0DG,0,0.001182198957435179
ID_TS_NEW_BYMKVNU9,0,0.000409969914184137
ID_TS_NEW_07VU7AYD,1,0.9937134513336612
ID_TS_NEW_241G22NO,1,0.951411888798716
ID_TS_NEW_LWTQM9C9,1,0.8104186195347077
ID_TS_NEW_BQDD9W1X,0,0.33870798953815917
ID_TS_NEW_RSEPFRWH,1,0.7475852145644636
ID_TS_NEW_2ZFLXWNT,1,0.995089764063191
ID_TS_NEW_N1YX1AZF,1,0.9978044233074246
ID_TS_NEW_LYCATLVE,0,0.007041742082782565
ID_TS_NEW_SZGMN2ON,0,0.3998794753225473
ID_TS_NEW_7RI5I6A5,1,0.9387112715986768
ID_TS_NEW_BNW7GE9H,1,0.9325901433466817
ID_TS_NEW_9C7NLOUP,0,0.037550375412547674
ID_TS_NEW_T1Y2EK3V,0,0.35170014778656966
ID_TS_NEW_7PNY5JTW,1,0.9919381192983912
ID_TS_NEW_CVD4XYUJ,0,0.0012244786468533313
ID_TS_NEW_08LXR7W6,1,0.9643418246887269
ID_TS_NEW_OKZO45JO,0,0.29750772984067875
ID_TS_NEW_9SU8HXW9,0,0.000514888495376832
ID_TS_NEW_06KY9UJ2,1,0.9098983366993836
ID_TS_NEW_JO0GH1OO,0,0.005744160316889074
ID_TS_NEW_EFJTI828,1,0.9263628755221984
ID_TS_NEW_WB2EC0I4,0,0.0016573163214016581
ID_TS_NEW_9X9B8YIA,1,0.9780187932163283
ID_TS_NEW_BPPRZXK4,1,0.9925615116190802
ID_TS_NEW_3O9CNLQI,1,0.9722231170998045
ID_TS_NEW_OGP9Y71P,1,0.9928212019861573
ID_TS_NEW_PHE5MOZA,0,0.40366388277033455
ID_TS_NEW_F6OCM3ZV,1,0.9918138355617051
ID_TS_NEW_9KWKF9NV,0,0.002485923455951254
ID_TS_NEW_N6WLLS8S,0,0.1605034536370789
ID_TS_NEW_45K3JAJL,1,0.5080358387375561
ID_TS_NEW_HT8D1JR3,1,0.9647928891125294
ID_TS_NEW_UOBHC38I,1,0.8298548394126952
ID_TS_NEW_AXL426AU,0,0.001182947065709053
ID_TS_NEW_LZ1XASI6,1,0.9820926283952043
ID_TS_NEW_ZQFF99LO,0,0.003261997241262641
ID_TS_NEW_50P1ZR2Q,1,0.8215274576151955
ID_TS_NEW_10WZUUIN,1,0.9726710999695249
ID_TS_NEW_F3DHXOCW,1,0.9931576118869907
ID_TS_NEW_RA18F8RX,0,0.002742658076032124
ID_TS_NEW_FGCB2475,1,0.9860331722686458
ID_TS_NEW_C4XXMZHC,0,0.0016346404830700214
ID_TS_NEW_6WQM99JC,1,0.9821576698647168
ID_TS_NEW_3W768OAG,0,0.002077878853629255
ID_TS_NEW_15M9TH0T,0,0.00041440722190613647
ID_TS_NEW_KCHCI716,0,0.1310372088399847
ID_TS_NEW_S7PTDWYJ,1,0.935308864038208
ID_TS_NEW_YSIHMUE3,1,0.9766281848765949
ID_TS_NEW_R8HHF7N2,0,0.0003279938190272466
ID_TS_NEW_CAU4JI0A,0,0.001110568284826057
ID_TS_NEW_15IYYDJG,1,0.9711650026741985
ID_TS_NEW_U4ZG1QPF,0,0.002340417081121134
ID_TS_NEW_DOI2V87G,1,0.9957267027135412
ID_TS_NEW_06VNWQQY,1,0.9810995870324969
ID_TS_NEW_L4979A3K,1,0.9881831281958358
ID_TS_NEW_RX91IYK5,0,0.13185698537950186
ID_TS_NEW_UYX7G2HS,0,0.012644817071986652
ID_TS_NEW_RZU3MUHQ,1,0.8225599514635618
ID_TS_NEW_FMOQOQQ7,0,0.011770189457761723
ID_TS_NEW_NT3NPGE8,1,0.9984612986102722
ID_TS_NEW_YDXMZ3SR,0,0.0032139510709895034
