iter	Logloss
198	0.04363684076
199	0.04346182057
200	0.04320689704
201	0.04306166464
202	0.04290742183
203	0.04266841748
204	0.04251065246
205	0.04227444839
206	0.04208570257
207	0.04183936551
208	0.04155312443
209	0.04139377781
210	0.04119412445
211	0.0410429909
212	0.04077174937
213	0.04056443152
214	0.04042915379
215	0.04029516045
216	0.04010309118
217	0.03994843464
218	0.03988056665
219	0.03976129242
220	0.03957972299
221	0.03944520463
222	0.03927321201
223	0.03912973194
224	0.03899658204
225	0.03881936778
226	0.03867575417
227	0.03850961425
228	0.03841407321
229	0.03824754209
230	0.0381440789
231	0.03796796731
232	0.03784010294
233	0.03773622157
234	0.03761180242
235	0.03747423215
236	0.03739655771
237	0.03725727988
238	0.03707092663
239	0.03687918599
240	0.03681299387
241	0.03671605452
242	0.03661147688
243	0.0365124317
244	0.03639712457
245	0.03628429222
246	0.03611223152
247	0.03596035063
248	0.03583859926
249	0.03559161437
250	0.03551745637
251	0.03539129982
252	0.03526990928
253	0.03504527708
254	0.03491157598
255	0.03477765229
256	0.03468244878
257	0.03455415733
258	0.03439379917
259	0.03423254311
260	0.03411721214
261	0.03405280823
262	0.03393256095
263	0.03381176875
264	0.03370699759
265	0.03358910098
266	0.03349263874
267	0.03334980545
268	0.03330704146
269	0.03325507223
270	0.03315316786
271	0.03301686497
272	0.03289585674
273	0.03279295916
274	0.03263689907
275	0.03257256062
276	0.03244119316
277	0.03227901747
278	0.03216673476
279	0.03203222399
280	0.03192243414
281	0.03175481239
282	0.03165301669
283	0.03156234588
284	0.03142197063
285	0.03134727635
286	0.0312624229
287	0.03112356431
288	0.03099621239
289	0.03089845004
290	0.03083744945
291	0.03074575793
292	0.03060723713
293	0.03055120968
294	0.03046680924
295	0.03037168507
296	0.03026262631
297	0.03017398907
298	0.03009566391
299	0.02998090118
300	0.02984651375
301	0.02977596673
302	0.02964102967
303	0.02956763602
304	0.02946488429
305	0.02934423899
306	0.02928556707
307	0.02919704635
308	0.02912209624
309	0.02905350894
310	0.0289746263
311	0.02891242275
312	0.02881851568
313	0.02860275852
314	0.02854479675
315	0.02846331232
316	0.02832908384
317	0.02828738403
318	0.02819902854
319	0.02811000244
320	0.02800400135
321	0.02794989775
322	0.0278864373
323	0.02780299158
324	0.02768573494
325	0.0275934299
326	0.02750624516
327	0.02746995919
328	0.02734820257
329	0.02721832952
330	0.027077076
331	0.0270196403
332	0.02694173595
333	0.02690848513
334	0.02678218561
335	0.02666571794
336	0.02659922128
337	0.02654879804
338	0.02645296241
339	0.0263529036
340	0.02625431849
341	0.02616678628
342	0.02603078556
343	0.02597543056
344	0.0258129985
345	0.02570749809
346	0.02563445297
347	0.02554569082
348	0.02549180744
349	0.02545946656
350	0.02538058497
351	0.02530234597
352	0.02524742302
353	0.02517471727
354	0.02503063363
355	0.02498655487
356	0.0249268261
357	0.02479846578
358	0.0246730474
359	0.02465741232
360	0.02461364255
361	0.02456083984
362	0.02449762972
363	0.02443472806
364	0.02437587075
365	0.02430809205
366	0.02426256811
367	0.0241351976
368	0.02403905115
369	0.02391972717
370	0.02387815933
371	0.02379691188
372	0.02372675686
373	0.02362615233
374	0.02352924075
375	0.02348917255
376	0.02346254063
377	0.02340721495
378	0.02334826756
379	0.02331208738
380	0.02320325093
381	0.02314718996
382	0.02311720578
383	0.02303760069
384	0.02294620768
385	0.02292667569
386	0.02284492758
387	0.02279213194
388	0.02275801491
389	0.02268218706
390	0.02263053494
391	0.02251545248
392	0.02245294256
393	0.02241592601
394	0.02232557231
395	0.02225083902
396	0.0221311775
397	0.0220641684
398	0.02200683063
399	0.02192994201
400	0.02185826404
401	0.02177722738
402	0.02175218937
403	0.02166099616
404	0.02161089317
405	0.02157382242
406	0.0214864138
407	0.02143038347
408	0.02134778145
409	0.02128792254
410	0.02122449194
411	0.02114620266
412	0.02108116873
413	0.02098609038
414	0.02093322718
415	0.0208317897
416	0.02076131285
417	0.02069072498
418	0.02061702156
419	0.02054886999
420	0.0204704037
421	0.02040293844
422	0.02035255657
423	0.02029931683
424	0.02025644417
425	0.02016226084
426	0.02010303012
427	0.02006668262
428	0.02002618209
429	0.01992937211
430	0.01988834211
431	0.01980885538
432	0.01974991741
433	0.01969168881
434	0.01963429344
435	0.01958261225
436	0.01950308257
437	0.01944375994
438	0.01936182905
439	0.0193299514
440	0.01932030101
441	0.01924735723
442	0.01919269902
443	0.01914992613
444	0.0190764788
445	0.01902239876
446	0.0189819294
447	0.01893156953
448	0.01889762821
449	0.01882591986
450	0.01879039929
451	0.01872782914
452	0.01865500948
453	0.01862115719
454	0.01858455673
455	0.01852761069
456	0.01849809183
457	0.01848338267
458	0.0184291429
459	0.01837063098
460	0.01835416608
461	0.01832757763
462	0.01830250323
463	0.01827441802
464	0.01823064353
465	0.01819102415
466	0.01814323831
467	0.01809171161
468	0.01806274579
469	0.01802345058
470	0.01798338186
471	0.01794919989
472	0.01787348097
473	0.01782194014
474	0.01775773785
475	0.01771811769
476	0.01766207819
477	0.01761211084
478	0.01757149222
479	0.01747905547
480	0.01742139955
481	0.01735282272
482	0.01725775039
483	0.01720194133
484	0.01716397818
485	0.01714361637
486	0.01709666297
487	0.01707446189
488	0.01704185
489	0.01697954485
490	0.01691709253
491	0.01690188926
492	0.0168568542
493	0.0168182969
494	0.01678078467
495	0.01672488029
496	0.01665796178
497	0.01661724968
498	0.01657888825
499	0.0165413116
500	0.0164744782
501	0.01641637319
502	0.0163903074
503	0.01632455729
504	0.01625755683
505	0.01622001317
506	0.01617564584
507	0.01607810476
508	0.0160355073
509	0.01600031693
510	0.01596059935
511	0.01592303239
512	0.0159118821
513	0.01586177073
514	0.01582696816
515	0.01578713851
516	0.01574291337
517	0.01570716106
518	0.01566710176
519	0.015578939
520	0.01552250751
521	0.01547291932
522	0.01544285789
523	0.01538952048
524	0.01535745769
525	0.0153167092
526	0.01525627866
527	0.01521903954
528	0.01517448996
529	0.01515453376
530	0.01511827529
531	0.01507889786
532	0.01505368284
533	0.01500624291
534	0.01494439233
535	0.01491809769
536	0.01489074436
537	0.01487153575
538	0.01484840064
539	0.01480189763
540	0.01476250816
541	0.01471794182
542	0.01466407048
543	0.01460556431
544	0.01457360575
545	0.01453285411
546	0.01452043356
547	0.01449022681
548	0.01445621007
549	0.01439994145
550	0.01436035585
551	0.01434249396
552	0.01432401907
553	0.01427197784
554	0.01423299948
555	0.01420195217
556	0.01419171208
557	0.0141835595
558	0.01415744475
559	0.01414782709
560	0.01410585023
561	0.01408434543
562	0.0140718458
563	0.01405073875
564	0.01401422942
565	0.01399048392
566	0.01392039986
567	0.01389738912
568	0.0138601775
569	0.01383324183
570	0.01379242865
571	0.01376171442
572	0.01369404335
573	0.01364242553
574	0.01356095786
575	0.0135198391
576	0.0134939498
577	0.01346468467
578	0.01342614727
579	0.01339421437
580	0.01333801803
581	0.0133063386
582	0.01326086101
583	0.01323967069
584	0.01321521662
585	0.01318953078
586	0.01313901092
587	0.01310085897
588	0.013071382
589	0.01306066167
590	0.01304570166
591	0.01300164961
592	0.01294905507
593	0.0129126874
594	0.01288763577
595	0.01286129347
596	0.01282509914
597	0.01279656852
598	0.01276987297
599	0.01274916603
600	0.01268855508
601	0.01265082708
602	0.01264404504
603	0.01263146424
604	0.01259893798
605	0.01257201199
606	0.01253378332
607	0.01250615845
608	0.01249390968
609	0.01247538792
610	0.01246560032
611	0.01243423591
612	0.01240656495
613	0.01238167384
614	0.01235647531
615	0.01234957885
616	0.01231663152
617	0.01227519592
618	0.0122231662
619	0.0121810249
620	0.01216399336
621	0.01212676183
622	0.01209670511
623	0.01207304655
624	0.01205634495
625	0.01199115154
626	0.01195678994
627	0.01194472185
628	0.01189042473
629	0.01184736825
630	0.0118311982
631	0.01179330392
632	0.01177985664
633	0.0117564458
634	0.01175225743
635	0.01170041337
636	0.011669094
637	0.01163632028
638	0.01158611857
639	0.01155697939
640	0.01153793916
641	0.01151653072
642	0.01151016425
643	0.01148708832
644	0.01145791353
645	0.01142913938
646	0.01137972768
647	0.01132218933
648	0.01128555955
649	0.01125090309
650	0.01121299127
651	0.01118333545
652	0.01116124121
653	0.01113100487
654	0.01109813426
655	0.01106590468
656	0.01104776418
657	0.01103406997
658	0.01100120461
659	0.0109718384
660	0.01096018142
661	0.01093350159
662	0.01090499557
663	0.01086747601
664	0.01084074301
665	0.01082542897
666	0.01079343925
667	0.01074843116
668	0.01072459978
669	0.010721805
670	0.01068961679
671	0.01066583385
672	0.01064857999
673	0.01064292393
674	0.01062344981
675	0.01060405634
676	0.01057961326
677	0.0105595662
678	0.01052299481
679	0.01051832987
680	0.01051171202
681	0.01049071547
682	0.01045926543
683	0.01043568778
684	0.01042656084
685	0.01041740143
686	0.01039159959
687	0.01033480386
688	0.0103277584
689	0.01030994444
690	0.01027438406
691	0.01025471878
692	0.01021618741
693	0.01020307426
694	0.01019477818
695	0.01016575684
696	0.01014059104
697	0.01011723467
698	0.01010226365
699	0.01007732751
700	0.01004770285
701	0.01003997788
702	0.01001794963
703	0.009972146289
704	0.009946124754
705	0.009917608792
706	0.009907595212
707	0.009889849066
708	0.009885410108
709	0.009871987443
710	0.009865306224
711	0.009858101295
712	0.009854251771
713	0.009832359421
714	0.009821399236
715	0.009775448736
716	0.009760742198
717	0.009716249704
718	0.009712880945
719	0.00968772929
720	0.009668132095
721	0.009662289072
722	0.009622636959
723	0.009588127147
724	0.009550507287
725	0.009536687651
726	0.00952349987
727	0.009488825088
728	0.009486222254
729	0.009466991131
730	0.009457785372
731	0.009454013619
732	0.009448663407
733	0.009423723331
734	0.009419754139
735	0.009411842466
736	0.009390936259
737	0.009380082911
738	0.009366162461
739	0.009351122582
740	0.00932499552
741	0.009301718744
742	0.009281989312
743	0.009264111192
744	0.009225348861
745	0.009212478447
746	0.009196981894
747	0.009172943122
748	0.009126339818
749	0.009096740563
750	0.00906704678
751	0.009038468758
752	0.009020832592
753	0.009011831603
754	0.009007827061
755	0.008966859653
756	0.008947766789
757	0.008941578642
758	0.008914113503
759	0.008898327601
760	0.008892467034
761	0.008889538714
762	0.008886425525
763	0.008868062189
764	0.0088531734
765	0.008849992914
766	0.008829004748
767	0.00881811893
768	0.008815131169
769	0.008789631772
770	0.00875062932
771	0.008733758555
772	0.008713514578
773	0.008707187387
774	0.008681587699
775	0.008651480447
776	0.008640710107
777	0.008605566868
778	0.008600941993
779	0.008575044315
780	0.00857023169
781	0.008543073444
782	0.008529567509
783	0.008516751299
784	0.008497399723
785	0.008469507499
786	0.008450669158
787	0.008445850511
788	0.008432238525
789	0.008409264977
790	0.008404201495
791	0.008396344287
792	0.00837753187
793	0.008339726355
794	0.008313531734
795	0.008297645018
796	0.008273887477
797	0.008256916159
798	0.008251541071
799	0.008233206538
800	0.008228396008
801	0.008212095823
802	0.008192944304
803	0.008179560132
804	0.008157522452
805	0.008153089516
806	0.008148483232
807	0.008127541414
808	0.008091970828
809	0.00807652298
810	0.008072307122
811	0.008053486063
812	0.008038478131
813	0.008034246299
814	0.008003109959
815	0.007976244466
816	0.00795800551
817	0.007953691195
818	0.007949379759
819	0.007931655348
820	0.007921740225
821	0.007906561825
822	0.007892064509
823	0.007887701488
824	0.007870561274
825	0.007832669871
826	0.007827492221
827	0.007823913193
828	0.007806682901
829	0.007784261604
830	0.007777753994
831	0.007752552849
832	0.007734187156
833	0.00771929444
834	0.007715573224
835	0.007713504835
836	0.007709432997
837	0.007699182176
838	0.007684360946
839	0.007667047646
840	0.007657268949
841	0.007628494537
842	0.007612502555
843	0.00760305301
844	0.007586935861
845	0.007583090527
846	0.007575060495
847	0.007571320688
848	0.007538061493
849	0.007534357822
850	0.007501859838
851	0.007498834632
852	0.007483152162
853	0.007463653686
854	0.007450330264
855	0.007424232005
856	0.007421306566
857	0.007405126835
858	0.007401488365
859	0.007387888425
860	0.00737208236
861	0.007349964029
862	0.007326726531
863	0.007303891504
864	0.007299010273
865	0.00727667853
866	0.007255863188
867	0.007242642674
868	0.007228701276
869	0.007216469525
870	0.007203634986
871	0.007201376752
872	0.007177040251
873	0.007154992359
874	0.007149930448
875	0.007131162546
876	0.007124553861
877	0.007121678174
878	0.007118281135
879	0.007101354856
880	0.007098345623
881	0.007089065235
882	0.007086386201
883	0.00705872729
884	0.00704447795
885	0.007036802993
886	0.007018429705
887	0.00700510576
888	0.006997443895
889	0.006985797914
890	0.006970493824
891	0.006964424297
892	0.006961201391
893	0.006959083249
894	0.006949084856
895	0.006938762811
896	0.00691830778
897	0.006905350431
898	0.006898183472
899	0.006896451304
900	0.006883049325
901	0.006876660336
902	0.006848384495
903	0.006836666241
904	0.006823922565
905	0.006802177115
906	0.006778836185
907	0.006769541657
908	0.006752915202
909	0.006746384811
910	0.006735320932
911	0.006724374364
912	0.006716692598
913	0.006714079552
914	0.006698990444
915	0.006674927319
916	0.006665743556
917	0.006641397628
918	0.0066299936
919	0.006627288642
920	0.006606339754
921	0.006599815647
922	0.00658382576
923	0.006568093276
924	0.006555597577
925	0.006533078608
926	0.006517954936
927	0.006514214867
928	0.006508844754
929	0.006502857973
930	0.006497618787
931	0.00649139817
932	0.006476924159
933	0.006471120152
934	0.006450923572
935	0.006434048093
936	0.006424425985
937	0.006414260005
938	0.006396213513
939	0.006376838108
940	0.00636031011
941	0.006357336751
942	0.006344179607
943	0.006325574055
944	0.006320126956
945	0.006295937879
946	0.006290717547
947	0.006268260114
948	0.006251708549
949	0.006242402761
950	0.00621927629
951	0.006210048273
952	0.006204300566
953	0.006201870817
954	0.006199023934
955	0.006196594448
956	0.006183028025
957	0.006177732016
958	0.006151976787
959	0.0061495981
960	0.006146314182
961	0.006143579897
962	0.006138341496
963	0.006130174514
964	0.006121437213
965	0.006112036372
966	0.006102638674
967	0.006086915617
968	0.006069035402
969	0.006065241653
970	0.006063007772
971	0.006059783295
972	0.006057261111
973	0.006054996069
974	0.006046599179
975	0.006036889088
976	0.006022373704
977	0.006013386332
978	0.00600517562
979	0.005992184754
980	0.005983346377
981	0.005975774852
982	0.005958408657
983	0.005947016936
984	0.00594411166
985	0.005938912276
986	0.005919835124
987	0.005905332047
988	0.005893176234
989	0.005885873111
990	0.005883704955
991	0.005866166984
992	0.005863712883
993	0.005861713885
994	0.005850955328
995	0.005847388346
996	0.005835402477
997	0.00582398588
998	0.005820724481
999	0.005816223463
